date,station_id,precip_in
2025-08-12,KMCI,0.0
2025-08-13,KMCI,0.0
2025-08-14,KMCI,0.0
2025-08-15,KMCI,0.0
2025-08-16,KMCI,0.0
2025-08-17,KMCI,0.0
2025-08-18,KMCI,0.0
2025-08-19,KMCI,0.27
2025-08-20,KMCI,0.0
2025-08-21,KMCI,0.0
2025-08-22,KMCI,0.0
2025-08-23,KMCI,0.0
2025-08-24,KMCI,0.001
2025-08-25,KMCI,0.0
2025-08-26,KMCI,0.0
2025-08-27,KMCI,0.0
2025-08-28,KMCI,0.0
2025-08-29,KMCI,0.0
2025-08-30,KMCI,0.001
2025-08-31,KMCI,0.01
2025-09-01,KMCI,0.16
2025-09-02,KMCI,0.001
2025-09-03,KMCI,0.0
2025-09-04,KMCI,0.0
2025-09-05,KMCI,0.001
2025-09-06,KMCI,0.0
2025-09-07,KMCI,0.0
2025-09-08,KMCI,0.0
2025-09-09,KMCI,0.14
2025-09-10,KMCI,0.0
2025-09-11,KMCI,0.0
2025-09-12,KMCI,0.0
2025-09-13,KMCI,0.0
2025-09-14,KMCI,0.001
2025-09-15,KMCI,0.0
2025-09-16,KMCI,0.001
2025-09-17,KMCI,0.0
2025-09-18,KMCI,0.19
2025-09-19,KMCI,0.0
2025-09-20,KMCI,0.0
2025-09-21,KMCI,0.001
2025-09-22,KMCI,0.0
2025-09-23,KMCI,1.09
2025-09-24,KMCI,0.0
2025-09-25,KMCI,0.0
2025-09-26,KMCI,0.0
2025-09-27,KMCI,0.0
2025-09-28,KMCI,0.0
2025-09-29,KMCI,0.0
2025-09-30,KMCI,0.0
2025-10-01,KMCI,0.0
2025-10-02,KMCI,0.0
2025-10-03,KMCI,0.0
2025-10-04,KMCI,0.0
2025-10-05,KMCI,0.0
2025-10-06,KMCI,0.06
2025-10-07,KMCI,0.16
2025-10-08,KMCI,0.0
2025-10-09,KMCI,0.0
2025-10-10,KMCI,0.0
2025-10-11,KMCI,0.0
2025-10-12,KMCI,0.001
2025-10-13,KMCI,0.001
2025-10-14,KMCI,0.01
2025-10-15,KMCI,0.001
2025-10-16,KMCI,0.0
2025-10-17,KMCI,0.48
2025-10-18,KMCI,0.65
2025-10-19,KMCI,0.0
2025-10-20,KMCI,0.0
2025-10-21,KMCI,0.0
2025-10-22,KMCI,0.0
2025-10-23,KMCI,0.0
2025-10-24,KMCI,0.13
2025-10-25,KMCI,0.07
2025-10-26,KMCI,0.01
2025-10-27,KMCI,0.01
2025-10-28,KMCI,0.43
2025-10-29,KMCI,0.1
2025-10-30,KMCI,0.0
2025-10-31,KMCI,0.0
2025-11-01,KMCI,0.0
2025-11-02,KMCI,0.0
2025-11-03,KMCI,0.0
2025-11-04,KMCI,0.0
2025-11-05,KMCI,0.0
2025-11-06,KMCI,0.0
2025-11-07,KMCI,0.0
2025-11-08,KMCI,0.001
2025-11-09,KMCI,0.0
2025-11-10,KMCI,0.0
2025-11-11,KMCI,0.0
2025-11-12,KMCI,0.0
2025-11-13,KMCI,0.0
2025-11-14,KMCI,0.0
2025-11-15,KMCI,0.0
2025-11-16,KMCI,0.0
2025-11-17,KMCI,0.0
2025-11-18,KMCI,0.0
2025-11-19,KMCI,0.01
2025-11-20,KMCI,0.08
2025-11-21,KMCI,1.4
2025-11-22,KMCI,0.0
2025-11-23,KMCI,0.0
2025-11-23,KOJC,0.0
2025-11-23,KIXD,0.0
2025-11-23,KLWC,0.0
2025-11-23,KMCI,0.001
2025-11-24,KOJC,0.37
2025-11-24,KIXD,0.35
2025-11-24,KLWC,0.2
2025-11-24,KMCI,0.26
2025-11-25,KOJC,0.0
2025-11-25,KIXD,0.0
2025-11-25,KLWC,0.01
2025-11-25,KMCI,0.001
2025-11-26,KOJC,0.0
2025-11-26,KIXD,0.0
2025-11-26,KLWC,0.0
2025-11-26,KMCI,0.0
2025-11-27,KOJC,0.0
2025-11-27,KIXD,0.0
2025-11-27,KLWC,0.0
2025-11-27,KMCI,0.0
2025-11-28,KOJC,0.03
2025-11-28,KIXD,0.05
2025-11-28,KLWC,0.04
2025-11-28,KMCI,0.01
2025-11-29,KOJC,0.77
2025-11-29,KIXD,0.79
2025-11-29,KLWC,0.74
2025-11-29,KMCI,0.51
2025-11-30,KOJC,0.0
2025-11-30,KIXD,0.0
2025-11-30,KLWC,0.0
2025-11-30,KMCI,0.001
2025-12-01,KOJC,0.0
2025-12-01,KIXD,0.0
2025-12-01,KLWC,0.3
2025-12-01,KMCI,0.33
2025-12-02,KOJC,0.0
2025-12-02,KIXD,0.0
2025-12-02,KLWC,0.0
2025-12-02,KMCI,0.0
2025-12-03,KOJC,0.0
2025-12-03,KIXD,0.0
2025-12-03,KLWC,0.0
2025-12-03,KMCI,0.0
2025-12-04,KOJC,0.0
2025-12-04,KIXD,0.0
2025-12-04,KLWC,0.0
2025-12-04,KMCI,0.0
2025-12-05,KOJC,0.0
2025-12-05,KIXD,0.0
2025-12-05,KLWC,0.0
2025-12-05,KMCI,0.0
2025-12-05,KOJC,0.0
2025-12-05,KIXD,0.0
2025-12-05,KLWC,0.0
2025-12-05,KMCI,0.0
2025-12-05,KOJC,0.0
2025-12-05,KIXD,0.0
2025-12-05,KLWC,0.0
2025-12-05,KMCI,0.0
2025-12-06,KOJC,0.0
2025-12-06,KIXD,0.0
2025-12-06,KLWC,0.0
2025-12-06,KMCI,0.0
2025-12-06,KOJC,0.0
2025-12-06,KIXD,0.0
2025-12-06,KLWC,0.0
2025-12-06,KMCI,0.0
2025-12-07,KOJC,0.0
2025-12-07,KIXD,0.0
2025-12-07,KLWC,0.0
2025-12-07,KMCI,0.0
2025-12-07,KOJC,0.0
2025-12-07,KIXD,0.0
2025-12-07,KLWC,0.0
2025-12-07,KMCI,0.0
2025-12-08,KOJC,0.0
2025-12-08,KIXD,0.0
2025-12-08,KLWC,0.0
2025-12-08,KMCI,0.0
2025-12-08,KOJC,0.0
2025-12-08,KIXD,0.0
2025-12-08,KLWC,0.0
2025-12-08,KMCI,0.0
2025-12-09,KOJC,0.0
2025-12-09,KIXD,0.0
2025-12-09,KLWC,0.0
2025-12-09,KMCI,0.0
2025-12-09,KOJC,0.0
2025-12-09,KIXD,0.0
2025-12-09,KLWC,0.0
2025-12-09,KMCI,0.0
2025-12-10,KOJC,0.0
2025-12-10,KIXD,0.0
2025-12-10,KLWC,0.001
2025-12-10,KMCI,0.001
2025-12-10,KOJC,0.0
2025-12-10,KIXD,0.0
2025-12-10,KLWC,0.001
2025-12-10,KMCI,0.001
2025-12-11,KOJC,0.0
2025-12-11,KIXD,0.0
2025-12-11,KLWC,0.0
2025-12-11,KMCI,0.0
2025-12-11,KOJC,0.0
2025-12-11,KIXD,0.0
2025-12-11,KLWC,0.0
2025-12-11,KMCI,0.0
2025-12-12,KOJC,0.0
2025-12-12,KIXD,0.0
2025-12-12,KLWC,0.0
2025-12-12,KMCI,0.0
2025-12-12,KOJC,0.0
2025-12-12,KIXD,0.0
2025-12-12,KLWC,0.0
2025-12-12,KMCI,0.0
2025-12-13,KOJC,0.001
2025-12-13,KIXD,0.0
2025-12-13,KLWC,0.001
2025-12-13,KMCI,0.001
2025-12-13,KOJC,0.001
2025-12-13,KIXD,0.0
2025-12-13,KLWC,0.001
2025-12-13,KMCI,0.001
2025-12-14,KOJC,0.0
2025-12-14,KIXD,0.0
2025-12-14,KLWC,0.0
2025-12-14,KMCI,0.0
2025-12-14,KOJC,0.0
2025-12-14,KIXD,0.0
2025-12-14,KLWC,0.0
2025-12-14,KMCI,0.0
2025-12-15,KOJC,0.0
2025-12-15,KIXD,0.0
2025-12-15,KLWC,0.0
2025-12-15,KMCI,0.0
2025-12-15,KOJC,0.0
2025-12-15,KIXD,0.0
2025-12-15,KLWC,0.0
2025-12-15,KMCI,0.0
2025-12-16,KOJC,0.0
2025-12-16,KIXD,0.0
2025-12-16,KLWC,0.0
2025-12-16,KMCI,0.0
2025-12-16,KOJC,0.0
2025-12-16,KIXD,0.0
2025-12-16,KLWC,0.0
2025-12-16,KMCI,0.0
2025-12-17,KOJC,0.0
2025-12-17,KIXD,0.0
2025-12-17,KLWC,0.0
2025-12-17,KMCI,0.0
2025-12-17,KOJC,0.0
2025-12-17,KIXD,0.0
2025-12-17,KLWC,0.0
2025-12-17,KMCI,0.0
2025-12-18,KOJC,0.001
2025-12-18,KIXD,0.01
2025-12-18,KLWC,0.02
2025-12-18,KMCI,0.01
2025-12-18,KOJC,0.001
2025-12-18,KIXD,0.01
2025-12-18,KLWC,0.02
2025-12-18,KMCI,0.01
2025-12-19,KOJC,0.0
2025-12-19,KIXD,0.0
2025-12-19,KLWC,0.0
2025-12-19,KMCI,0.0
2025-12-19,KOJC,0.0
2025-12-19,KIXD,0.0
2025-12-19,KLWC,0.0
2025-12-19,KMCI,0.0
2025-12-20,KOJC,0.0
2025-12-20,KIXD,0.0
2025-12-20,KLWC,0.0
2025-12-20,KMCI,0.0
2025-12-20,KOJC,0.0
2025-12-20,KIXD,0.0
2025-12-20,KLWC,0.0
2025-12-20,KMCI,0.0
2025-12-21,KOJC,0.0
2025-12-21,KIXD,0.0
2025-12-21,KLWC,0.0
2025-12-21,KMCI,0.0
2025-12-21,KOJC,0.0
2025-12-21,KIXD,0.0
2025-12-21,KLWC,0.0
2025-12-21,KMCI,0.0
2025-12-22,KOJC,0.0
2025-12-22,KIXD,0.0
2025-12-22,KLWC,0.0
2025-12-22,KMCI,0.0
2025-12-22,KOJC,0.0
2025-12-22,KIXD,0.0
2025-12-22,KLWC,0.0
2025-12-22,KMCI,0.0
2025-12-23,KOJC,0.0
2025-12-23,KIXD,0.0
2025-12-23,KLWC,0.0
2025-12-23,KMCI,0.0
2025-12-23,KOJC,0.0
2025-12-23,KIXD,0.0
2025-12-23,KLWC,0.0
2025-12-23,KMCI,0.0
2025-12-24,KOJC,0.0
2025-12-24,KIXD,0.0
2025-12-24,KLWC,0.01
2025-12-24,KMCI,0.0
2025-12-24,KOJC,0.0
2025-12-24,KIXD,0.0
2025-12-24,KLWC,0.01
2025-12-24,KMCI,0.0
2025-12-25,KOJC,0.0
2025-12-25,KIXD,0.0
2025-12-25,KLWC,0.01
2025-12-25,KMCI,0.001
2025-12-25,KOJC,0.0
2025-12-25,KIXD,0.0
2025-12-25,KLWC,0.01
2025-12-25,KMCI,0.001
2025-12-26,KOJC,0.0
2025-12-26,KIXD,0.0
2025-12-26,KLWC,0.01
2025-12-26,KMCI,0.0
2025-12-26,KOJC,0.0
2025-12-26,KIXD,0.0
2025-12-26,KLWC,0.01
2025-12-26,KMCI,0.0
2025-12-27,KOJC,0.0
2025-12-27,KIXD,0.001
2025-12-27,KLWC,0.001
2025-12-27,KMCI,0.001
2025-12-27,KOJC,0.0
2025-12-27,KIXD,0.001
2025-12-27,KLWC,0.001
2025-12-27,KMCI,0.001
2025-12-28,KOJC,0.001
2025-12-28,KIXD,0.01
2025-12-28,KLWC,0.01
2025-12-28,KMCI,0.35
2025-12-28,KOJC,0.001
2025-12-28,KIXD,0.01
2025-12-28,KLWC,0.01
2025-12-28,KMCI,0.35
2025-12-29,KOJC,0.0
2025-12-29,KIXD,0.0
2025-12-29,KLWC,0.0
2025-12-29,KMCI,0.001
2025-12-29,KOJC,0.0
2025-12-29,KIXD,0.0
2025-12-29,KLWC,0.0
2025-12-29,KMCI,0.001
2025-12-30,KOJC,0.0
2025-12-30,KIXD,0.0
2025-12-30,KLWC,0.0
2025-12-30,KMCI,0.0
2025-12-30,KOJC,0.0
2025-12-30,KIXD,0.0
2025-12-30,KLWC,0.0
2025-12-30,KMCI,0.0
2025-12-31,KOJC,0.0
2025-12-31,KIXD,0.0
2025-12-31,KLWC,0.0
2025-12-31,KMCI,0.0
2025-12-31,KOJC,0.0
2025-12-31,KIXD,0.0
2025-12-31,KLWC,0.0
2025-12-31,KMCI,0.0
2026-01-01,KOJC,0.0
2026-01-01,KIXD,0.0
2026-01-01,KLWC,0.0
2026-01-01,KMCI,0.0
2026-01-01,KOJC,0.0
2026-01-01,KIXD,0.0
2026-01-01,KLWC,0.0
2026-01-01,KMCI,0.0
2026-01-02,KOJC,0.0
2026-01-02,KIXD,0.0
2026-01-02,KLWC,0.0
2026-01-02,KMCI,0.0
2026-01-02,KOJC,0.0
2026-01-02,KIXD,0.0
2026-01-02,KLWC,0.0
2026-01-02,KMCI,0.0
2026-01-03,KOJC,0.0
2026-01-03,KIXD,0.0
2026-01-03,KLWC,0.0
2026-01-03,KMCI,0.0
2026-01-03,KOJC,0.0
2026-01-03,KIXD,0.0
2026-01-03,KLWC,0.0
2026-01-03,KMCI,0.0
2026-01-04,KOJC,0.0
2026-01-04,KIXD,0.0
2026-01-04,KLWC,0.0
2026-01-04,KMCI,0.0
2026-01-04,KOJC,0.0
2026-01-04,KIXD,0.0
2026-01-04,KLWC,0.0
2026-01-04,KMCI,0.0
2026-01-05,KOJC,0.0
2026-01-05,KIXD,0.0
2026-01-05,KLWC,0.0
2026-01-05,KMCI,0.0
2026-01-05,KOJC,0.0
2026-01-05,KIXD,0.0
2026-01-05,KLWC,0.0
2026-01-05,KMCI,0.0
2026-01-06,KOJC,0.0
2026-01-06,KIXD,0.0
2026-01-06,KLWC,0.0
2026-01-06,KMCI,0.0
2026-01-06,KOJC,0.0
2026-01-06,KIXD,0.0
2026-01-06,KLWC,0.0
2026-01-06,KMCI,0.0
2026-01-07,KOJC,0.0
2026-01-07,KIXD,0.0
2026-01-07,KLWC,0.0
2026-01-07,KMCI,0.0
2026-01-07,KOJC,0.0
2026-01-07,KIXD,0.0
2026-01-07,KLWC,0.0
2026-01-07,KMCI,0.0
2026-01-08,KOJC,1.2
2026-01-08,KIXD,1.21
2026-01-08,KLWC,1.33
2026-01-08,KMCI,1.04
2026-01-08,KOJC,1.2
2026-01-08,KIXD,1.21
2026-01-08,KLWC,1.33
2026-01-08,KMCI,1.04
2026-01-09,KOJC,0.08
2026-01-09,KIXD,0.06
2026-01-09,KLWC,0.08
2026-01-09,KMCI,0.08
2026-01-09,KOJC,0.08
2026-01-09,KIXD,0.06
2026-01-09,KLWC,0.08
2026-01-09,KMCI,0.08
2026-01-10,KOJC,0.08
2026-01-10,KIXD,0.04
2026-01-10,KLWC,0.001
2026-01-10,KMCI,0.01
2026-01-10,KOJC,0.08
2026-01-10,KIXD,0.04
2026-01-10,KLWC,0.001
2026-01-10,KMCI,0.01
2026-01-11,KOJC,0.0
2026-01-11,KIXD,0.0
2026-01-11,KLWC,0.0
2026-01-11,KMCI,0.0
2026-01-11,KOJC,0.0
2026-01-11,KIXD,0.0
2026-01-11,KLWC,0.0
2026-01-11,KMCI,0.0
2026-01-12,KOJC,0.0
2026-01-12,KIXD,0.0
2026-01-12,KLWC,0.0
2026-01-12,KMCI,0.0
2026-01-12,KOJC,0.0
2026-01-12,KIXD,0.0
2026-01-12,KLWC,0.0
2026-01-12,KMCI,0.0
2026-01-13,KOJC,0.001
2026-01-13,KIXD,0.001
2026-01-13,KLWC,0.001
2026-01-13,KMCI,0.01
2026-01-13,KOJC,0.001
2026-01-13,KIXD,0.001
2026-01-13,KLWC,0.001
2026-01-13,KMCI,0.01
2026-01-14,KOJC,0.0
2026-01-14,KIXD,0.0
2026-01-14,KLWC,0.0
2026-01-14,KMCI,0.0
2026-01-14,KOJC,0.0
2026-01-14,KIXD,0.0
2026-01-14,KLWC,0.0
2026-01-14,KMCI,0.0
2026-01-15,KOJC,0.0
2026-01-15,KIXD,0.0
2026-01-15,KLWC,0.0
2026-01-15,KMCI,0.0
2026-01-15,KOJC,0.0
2026-01-15,KIXD,0.0
2026-01-15,KLWC,0.0
2026-01-15,KMCI,0.0
2026-01-16,KOJC,0.03
2026-01-16,KIXD,0.001
2026-01-16,KLWC,0.001
2026-01-16,KMCI,0.01
2026-01-16,KOJC,0.03
2026-01-16,KIXD,0.001
2026-01-16,KLWC,0.001
2026-01-16,KMCI,0.01
2026-01-17,KOJC,0.0
2026-01-17,KIXD,0.001
2026-01-17,KLWC,0.001
2026-01-17,KMCI,0.001
2026-01-17,KOJC,0.0
2026-01-17,KIXD,0.001
2026-01-17,KLWC,0.001
2026-01-17,KMCI,0.001
2026-01-18,KOJC,0.0
2026-01-18,KIXD,0.0
2026-01-18,KLWC,0.0
2026-01-18,KMCI,0.0
2026-01-18,KOJC,0.0
2026-01-18,KIXD,0.0
2026-01-18,KLWC,0.0
2026-01-18,KMCI,0.0
